Title,Worldwide Earnings,Domestic Earnings,Domestic Percent Earnings,Foreign Earnings,Foreign Percent Earnings,Year
Treasure Planet,109578115,38176783,34.8,71401332,65.2,2002
The Hours,108846072,41675994,38.3,67170078,61.7,2002
Asterix & Obelix: Mission Cleopatra,108012365,0,0.0,108012365,100.0,2002
About Schmidt,105834556,65016287,61.4,40818269,38.6,2002
The Tuxedo,104391623,50547998,48.4,53843625,51.6,2002
Resident Evil,102984862,40119709,39.0,62865153,61.0,2002
John Q,102244770,71756802,70.2,30487968,29.8,2002
40 Days and 40 Nights,95146283,37950822,39.9,57195461,60.1,2002
Changing Lanes,94935764,66818548,70.4,28117216,29.6,2002
28 Days Later,82719885,45064915,54.5,37654970,45.5,2002
Reign of Fire,82150183,43061982,52.4,39088201,47.6,2002
The Rookie,80693537,75600072,93.7,5093465,6.3,2002
Jackass: The Movie,79493831,64255312,80.8,15238519,19.2,2002
Collateral Damage,78382433,40077257,51.1,38305176,48.9,2002
Showtime,77741732,38082712,49.0,39659020,51.0,2002
Windtalkers,77628265,40914068,52.7,36714197,47.3,2002
Barbershop,77063924,75782105,98.3,1281819,1.7,2002
Bend It Like Beckham,76583333,32543449,42.5,44039884,57.5,2002
The Count of Monte Cristo,75395048,54234062,71.9,21160986,28.1,2002
Divine Secrets of the Ya0Ya Sisterhood,73839240,69599016,94.3,4240224,5.7,2002
E.T. the Extra0Terrestrial 20th Anniversary,69177751,35306015,51.0,33871736,49.0,2002
The Sweetest Thing,68696770,24718164,36.0,43978606,64.0,2002
Ghost Ship,68349884,30113491,44.1,38236393,55.9,2002
Star Trek: Nemesis,67336470,43254409,64.2,24082061,35.8,2002
Bad Company,65977295,30160161,45.7,35817134,54.3,2002
K019: The Widowmaker,65716126,35168966,53.5,30547160,46.5,2002
High Crimes,63781810,41543917,65.1,22237893,34.9,2002
Like Mike,62274780,51432760,82.6,10842020,17.4,2002
Crossroads,61141030,37191304,60.8,23949726,39.2,2002
The Wild Thornberrys,60694737,40108697,66.1,20586040,33.9,2002
Bowling for Columbine,58008423,21576018,37.2,36432405,62.8,2002
Drumline,57588485,56399184,97.9,1189301,2.1,2002
Murder by Numbers,56714147,31945749,56.3,24768398,43.7,2002
Frida,56298474,25885000,46.0,30413474,54.0,2002
The Mothman Prophecies,55157539,35746370,64.8,19411169,35.2,2002
Analyze That,55003135,32130627,58.4,22872508,41.6,2002
The Hot Chick,54639553,35081594,64.2,19557959,35.8,2002
The Cat Returns,53452680,0,0.0,53452652,100.0,2002
Big Fat Liar,52970014,48360547,91.3,4609467,8.7,2002
Dragonfly,52323400,30323400,58.0,22000000,42.0,2002
One Hour Photo,52223306,31597131,60.5,20626175,39.5,2002
Blue Crush,51843679,40390647,77.9,11453032,22.1,2002
Enough,51806184,40007742,77.2,11798442,22.8,2002
I Spy,51386477,33561137,65.3,17825340,34.7,2002
Talk to Her 2002 Re0release,51001550,9285469,18.2,41716081,81.8,2002
A Walk to Remember,47494916,41281092,86.9,6213824,13.1,2002
Eight Legged Freaks,45867333,17322606,37.8,28544727,62.2,2002
Queen of the Damned,45479110,30336800,66.7,15142310,33.3,2002
The Transporter,43928932,25296447,57.6,18632485,42.4,2002
The Master of Disguise,43411001,40388794,93.0,3022207,7.0,2002
Orange County,43325009,41076018,94.8,2248991,5.2,2002
8 Women,42426583,3098776,7.3,39327807,92.7,2002
Undercover Brother,41604473,39089928,94.0,2514545,6.0,2002
Pinocchio,41314585,3675719,8.9,37638866,91.1,2002
Clockstoppers,38793283,36989956,95.4,1803327,4.6,2002
Van Wilder,38275483,21305259,55.7,16970224,44.3,2002
The Banger Sisters,38068353,30307416,79.6,7760937,20.4,2002
Halloween: Resurrection,37664855,30354442,80.6,7310413,19.4,2002
Swimfan,34411240,28564995,83.0,5846245,17.0,2002
Darkness,33988736,22163442,65.2,11825294,34.8,2002
Friday After Next,33526835,33253609,99.2,273226,0.8,2002
The Crocodile Hunter: Collision Course,33082548,28442574,86.0,4639974,14.0,2002
Confessions of a Dangerous Mind,33013805,16007718,48.5,17006087,51.5,2002
Adaptation.,32801173,22498520,68.6,10302653,31.4,2002
Hart's War,32287044,19077641,59.1,13209403,40.9,2002
Blood Work,31794718,26235081,82.5,5559637,17.5,2002
The New Guy,31167388,29760152,95.5,1407236,4.5,2002
City of God,30641770,7564459,24.7,23077311,75.3,2002
Solaris,30002758,14973382,49.9,15029376,50.1,2002
The Four Feathers,29882645,18306166,61.3,11576479,38.7,2002
City by the Sea,29414087,22449000,76.3,6965087,23.7,2002
Christmas on the Nile,29320869,0,0.0,29320869,100.0,2002
Far from Heaven,29027914,15901849,54.8,13126065,45.2,2002
Family Honor,28903789,0,0.0,28903789,100.0,2002
Brown Sugar,28316451,27363891,96.6,952560,3.4,2002
The Spanish Apartment,28193749,1067438,3.8,27126311,96.2,2002
Pokemon 4Ever: Celebi 0 Voice of the Forest,28023563,1727447,6.2,26296116,93.8,2002
The Quiet American,27674124,12988801,46.9,14685323,53.1,2002
The Crime of Padre Amaro,26996738,5717044,21.2,21279694,78.8,2002
All About the Benjamins,26306533,25916319,98.5,390214,1.5,2002
Rollerball,25852764,18990798,73.5,6861966,26.5,2002
Jonah: A VeggieTales Movie,25615231,25581229,99.9,34002,0.1,2002
The Way Home,24952738,445367,1.8,24507371,98.2,2002
Punch0Drunk Love,24665649,17844216,72.3,6821433,27.7,2002
The Guru,24128852,3095506,12.8,21033346,87.2,2002
Dark Water,24010000,0,0.0,24010000,100.0,2002
25th Hour,23928503,13084595,54.7,10843908,45.3,2002
Sex Is Zero,23915279,0,0.0,23915279,100.0,2002
Eight Crazy Nights,23833131,23586598,99.0,246533,1.0,2002
Detective Conan: The Phantom of Baker Street,23786606,0,0.0,23786606,100.0,2002
Antwone Fisher,23367586,21078145,90.2,2289441,9.8,2002
Ali G Indahouse,23280529,0,0.0,23280529,100.0,2002
Super Troopers,23182223,18492362,79.8,4689861,20.2,2002
The Legend of Al John and Jack,23039985,0,0.0,23039985,100.0,2002
Phone,21784403,0,0.0,21784403,100.0,2002
White Oleander,21672284,16357770,75.5,5314514,24.5,2002
Pokémon Heroes,20867919,746381,3.6,20121538,96.4,2002
Serving Sara,20146150,16930185,84.0,3215965,16.0,2002
Asterix & Obelix: Mission Cleopatra 2002 Re0release,20015611,3115188,15.6,16900423,84.4,2002
Ballistic: Ecks vs. Sever,19924033,14307963,71.8,5616070,28.2,2002
S1m0ne,19576023,9688676,49.5,9887347,50.5,2002
The Lion King 2002 IMAX Release,19486215,15686215,80.5,3800000,19.5,2002
Tuck Everlasting,19344615,19161999,99.1,182616,0.9,2002
Half Past Dead,19233280,15567860,80.9,3665420,19.1,2002
Martin Lawrence Live: Runteldat,19184820,19184820,100.0,0,0.0,2002
Feardotcom,18902015,13258249,70.1,5643766,29.9,2002
Empire,18591272,17600423,94.7,990849,5.3,2002
The Country Bears,18012097,16990825,94.3,1021272,5.7,2002
Jail Breakers,17797711,0,0.0,17797711,100.0,2002
The Last Kiss,17720347,1048950,5.9,16671397,94.1,2002
Frailty,17423030,13110448,75.2,4312582,24.8,2002
The Importance of Being Earnest,17290970,8384929,48.5,8906041,51.5,2002
Kung Pow: Enter the Fist,16994625,16037962,94.4,956663,5.6,2002
Dead Weight,16987957,0,0.0,16987957,100.0,2002
Life or Something Like It,16872671,14448589,85.6,2424082,14.4,2002
The Good Girl,16856124,14018296,83.2,2837828,16.8,2002
Femme Fatale,16838910,6630252,39.4,10208658,60.6,2002
They,16446271,12840842,78.1,3605429,21.9,2002
The Powerpuff Girls Movie,16426471,11412414,69.5,5014057,30.5,2002
The Magdalene Sisters,16373112,306989,1.9,16066123,98.1,2002
The Emperor's Club,16318449,14118751,86.5,2199698,13.5,2002
Rabbit0Proof Fence,16217411,6199600,38.2,10017811,61.8,2002
Birthday Girl,16171098,5142576,31.8,11028522,68.2,2002
To Be and to Have,16063920,777129,4.8,15286791,95.2,2002
Doraemon: Nobita and the Robot Kingdom,16053687,0,0.0,16053687,100.0,2002
Public Enemy,15897574,0,0.0,15897574,100.0,2002
Hey Arnold! The Movie,15249308,13728902,90.0,1520406,10.0,2002
Boat Trip,15020293,8600126,57.3,6420167,42.7,2002
Undisputed,14946150,12764657,85.4,2181493,14.6,2002
Possession,14815898,10113733,68.3,4702165,31.7,2002
Hollywood Ending,14569744,4850753,33.3,9718991,66.7,2002
Stealing Harvard,14277032,14036406,98.3,240626,1.7,2002
Godzilla Against Mechagodzilla,14122958,0,0.0,14122958,100.0,2002
Wet Dreams,13936317,0,0.0,13936317,100.0,2002
Dirty Pretty Things,13904766,8112414,58.3,5792352,41.7,2002
Juwanna Mann,13802599,13670733,99.0,131866,1.0,2002
Trapped,13414416,7073251,52.7,6341165,47.3,2002
Toei Spring Anime Fair,13107237,0,0.0,13107237,100.0,2002
Long Time Dead,13102295,0,0.0,13102295,100.0,2002
Knockaround Guys,12806614,11715637,91.5,1090977,8.5,2002
Narc,12633747,10465659,82.8,2168088,17.2,2002
The Other Side of the Bed,12630208,0,0.0,12630208,100.0,2002
Sorority Boys,12517488,10200032,81.5,2317456,18.5,2002
Nine Queens,12413888,1222889,9.9,11190999,90.1,2002
Abandon,12302219,10727683,87.2,1574536,12.8,2002
The Eye,12165016,512049,4.2,11652967,95.8,2002
2009: Lost Memories,12049825,0,0.0,12049825,100.0,2002
The Rules of Attraction,11819244,6532619,55.3,5286625,44.7,2002
Mohou0han,11702775,0,0.0,11702775,100.0,2002
The Order,11560806,7660806,66.3,3900000,33.7,2002
Adrenaline Rush: The Science of Risk,11011932,10994028,99.8,17904,0.2,2002
Extreme Ops,10959475,4842259,44.2,6117216,55.8,2002
Champion,10569737,0,0.0,10569737,100.0,2002
Bibi Blocksberg,10325928,0,0.0,10325928,100.0,2002
Kamen Rider Ryuki: Episode Final,10112538,0,0.0,10112538,100.0,2002
Pulse: A Stomp Odyssey,10086514,10086514,100.0,0,0.0,2002
The Lord of the Rings: The Return of the King,1140703091,377027325,33.1,763654686,66.9,2003
Finding Nemo,871014978,339714978,39.0,531300000,61.0,2003
The Matrix Reloaded,739412035,281576461,38.1,457835574,61.9,2003
Pirates of the Caribbean: The Curse of the Black Pearl,654264015,305413918,46.7,348850097,53.3,2003
Bruce Almighty,484592874,242829261,50.1,241763613,49.9,2003
The Last Samurai,454627263,111127263,24.4,343500000,75.6,2003
Terminator 3: Rise of the Machines,433371112,150371112,34.7,283000000,65.3,2003
The Matrix Revolutions,427343298,139313948,32.6,288029350,67.4,2003
X2: X0Men United,407711549,214949694,52.7,192761855,47.3,2003
Bad Boys II,273339556,138608444,50.7,134731112,49.3,2003
Something's Gotta Give,265328738,124728738,47.0,140600000,53.0,2003
Charlie's Angels: Full Throttle,259175788,100830111,38.9,158345677,61.1,2003
The Village,256697520,114197520,44.5,142500000,55.5,2003
Brother Bear,250397798,85336277,34.1,165061521,65.9,2003
Hulk,245285165,132177234,53.9,113107931,46.1,2003
Love Actually,244931766,59696144,24.4,185235622,75.6,2003
2 Fast 2 Furious,236350661,127154901,53.8,109195760,46.2,2003
American Wedding,232722935,104565114,44.9,128157821,55.1,2003
Scary Movie 3,220673217,110003217,49.8,110670000,50.2,2003
Elf,220443451,173398518,78.7,47044933,21.3,2003
Master and Commander: The Far Side of the World,211622535,93927920,44.4,117694615,55.6,2003
S.W.A.T.,207725639,116934650,56.3,90790989,43.7,2003
Spy Kids 3: Game Over,197011982,111761982,56.7,85250000,43.3,2003
Anger Management,195745823,135645823,69.3,60100000,30.7,2003
Cheaper by the Dozen,190212113,138614544,72.9,51597569,27.1,2003
The Haunted Mansion,182290266,75847266,41.6,106443000,58.4,2003
Kill Bill: Vol. 1,180899045,70099045,38.8,110800000,61.2,2003
The League of Extraordinary Gentlemen,179265204,66465204,37.1,112800000,62.9,2003
Daredevil,179179718,102543518,57.2,76636200,42.8,2003
How to Lose a Guy in 10 Days,177503042,105813373,59.6,71689014,40.4,2003
The Italian Job,176070171,106128601,60.3,69941570,39.7,2003
Cold Mountain,173013509,95636509,55.3,77377000,44.7,2003
Bringing Down the House,164729679,132716677,80.6,32013002,19.4,2003
Daddy Day Care,164433867,104297061,63.4,60136806,36.6,2003
Freaky Friday,160846332,110230332,68.5,50616000,31.5,2003
Johnny English,160466000,28082366,17.5,132383634,82.5,2003
Lara Croft: Tomb Raider 0 The Cradle of Life,160099222,65660196,41.0,94439026,59.0,2003
Mystic River,156595191,90135191,57.6,66460000,42.4,2003
Bayside Shakedown 2,155138312,0,0.0,155138312,100.0,2003
Seabiscuit,148336445,120277854,81.1,28058591,18.9,2003
Gothika,141591324,59694580,42.2,81896744,57.8,2003
Mona Lisa Smile,141337989,63860942,45.2,77477047,54.8,2003
The Jungle Book 2,135703599,47901582,35.3,87802017,64.7,2003
The Cat in the Hat,133960541,101149285,75.5,32811256,24.5,2003
School of Rock,131095614,81261177,62.0,49834437,38.0,2003
Legally Blonde 2: Red White & Blonde,124914842,90186328,72.2,34728514,27.8,2003
Big Fish,123218424,66809693,54.2,56408731,45.8,2003
Peter Pan,121975011,48462608,39.7,73512403,60.3,2003
Intolerable Cruelty,120801243,35327628,29.2,85473615,70.8,2003
Lost in Translation,118685453,44585453,37.6,74100000,62.4,2003
Paycheck,117248958,53790451,45.9,63458507,54.1,2003
Freddy vs. Jason,116632628,82622655,70.8,34009973,29.2,2003
The Texas Chainsaw Massacre,107071655,80571655,75.3,26500000,24.7,2003
Just Married,101564935,56127162,55.3,45437773,44.7,2003
The Recruit,101191884,52802140,52.2,48389744,47.8,2003
Once Upon a Time in Mexico,98096026,56359780,57.5,41736246,42.5,2003
Phone Booth,97837138,46566212,47.6,51270926,52.4,2003
Underworld,95708457,51970690,54.3,43737767,45.7,2003
Calendar Girls,93400759,31041759,33.2,62359000,66.8,2003
Final Destination 2,90941129,46961214,51.6,43979915,48.4,2003
Identity,90259536,52159536,57.8,38100000,42.2,2003
Kangaroo Jack,88929111,66934963,75.3,21994148,24.7,2003
Shanghai Knights,88323487,60476872,68.5,27846615,31.5,2003
Old School,87135520,75585093,86.7,11550427,13.3,2003
Tears of the Sun,86468162,43734876,50.6,42733286,49.4,2003
Sinbad: Legend of the Seven Seas,80773077,26483452,32.8,54289625,67.2,2003
The Rundown,80657921,47726342,59.2,32931579,40.8,2003
Runaway Jury,80154140,49443628,61.7,30710512,38.3,2003
Good Bye Lenin!,79316957,4064200,5.1,75252757,94.9,2003
Bad Santa,76488889,60060328,78.5,16428561,21.5,2003
Dreamcatcher,75715436,33715436,44.5,42000000,55.5,2003
The Core,73498611,31186896,42.4,42311715,57.6,2003
Holes,71406573,67406573,94.4,4000000,5.6,2003
Looney Tunes: Back in Action,68514844,20991364,30.6,47523480,69.4,2003
Open Range,68296293,58331254,85.4,9965039,14.6,2003
Stuck on You,65784503,33832741,51.4,31951762,48.6,2003
Matchstick Men,65565672,36906460,56.3,28659212,43.7,2003
Taxi 3,65497208,497208,0.8,65000000,99.2,2003
Jeepers Creepers 2,63102666,35667218,56.5,27435448,43.5,2003
Piglet's Big Movie,62870546,23103423,36.7,39767123,63.3,2003
Honey,62228395,30308417,48.7,31919978,51.3,2003
21 Grams,60427839,16290476,27.0,44137363,73.0,2003
Under the Tuscan Sun,58878723,43610723,74.1,15268000,25.9,2003
Agent Cody Banks,58795814,47938330,81.5,10857484,18.5,2003
Monster,58469210,34469210,59.0,24000000,41.0,2003
Cradle 2 the Grave,56489558,34712347,61.4,21777211,38.6,2003
The Lizzie McGuire Movie,55534455,42734455,77.0,12800000,23.0,2003
Out of Time,55495563,41088845,74.0,14406718,26.0,2003
Rugrats Go Wild,55250496,39402572,71.3,15847924,28.7,2003
Radio,53293628,52333738,98.2,959890,1.8,2003
Hollywood Homicide,51142659,30940691,60.5,20201968,39.5,2003
What a Girl Wants,50732139,36105433,71.2,14626706,28.8,2003
The Jungle Book 2 2003 Re0release,50600160,0,0.0,50600160,100.0,2003
National Security,50097949,36381186,72.6,13716763,27.4,2003
Secondhand Lions,48249017,42070939,87.2,6178078,12.8,2003
Darkness Falls,47488536,32551396,68.5,14937140,31.5,2003
Torque,46546197,21215059,45.6,25331138,54.4,2003
The Hunted,46061847,34244097,74.3,11817750,25.7,2003
Good Boy,45312217,37667746,83.1,7644471,16.9,2003
Uptown Girls,44617342,37182494,83.3,7434848,16.7,2003
A Man Apart,44350926,26736098,60.3,17614828,39.7,2003
Timeline,43935763,19481943,44.3,24453820,55.7,2003
Basic,42792561,26793311,62.6,15999250,37.4,2003
Whale Rider,41062976,20779666,50.6,20283310,49.4,2003
Down with Love,39468111,20305251,51.4,19162860,48.6,2003
Dumb and Dumberer: When Harry Met Lloyd,39267515,26276465,66.9,12991050,33.1,2003
The Life of David Gale,38955598,19955598,51.2,19000000,48.8,2003
Head of State,38620484,38125247,98.7,495237,1.3,2003
The Missing,38364277,27011180,70.4,11353097,29.6,2003
Bulletproof Monk,37713879,23358708,61.9,14355171,38.1,2003
Malibu's Most Wanted,34622504,34432201,99.5,190303,0.5,2003
The Medallion,34268701,22219192,64.8,12049509,35.2,2003
The Fighting Temptations,33972062,30250745,89.0,3721317,11.0,2003
Pokémon: Jirachi 0 Wish Maker,33393751,0,0.0,33393751,100.0,2003
Girl with a Pearl Earring,33030115,11670971,35.3,21359144,64.7,2003
Suddenly Paradise,31679869,0,0.0,31679869,100.0,2003
The Blind Swordsman: Zatoichi,31167430,0,0.0,31167430,100.0,2003
Cabin Fever,30553394,21158188,69.2,9395206,30.8,2003
Laws of Attraction,30031874,17871255,59.5,12160619,40.5,2003
Luther,29413900,5791328,19.7,23622572,80.3,2003
Bugs!,29388999,19063544,64.9,10325455,35.1,2003
Cold Creek Manor,29119434,21386011,73.4,7733423,26.6,2003
Wrong Turn,28650575,15418790,53.8,13231785,46.2,2003
Ruby & Quentin,27720972,312824,1.1,27408148,98.9,2003
The In0Laws,26891849,20453431,76.1,6438418,23.9,2003
In America,25382911,15539656,61.2,9843255,38.8,2003
The Miracle of Bern,24816750,0,0.0,24816394,100.0,2003
Detective Conan: Crossroad in the Ancient Capital,24342320,0,0.0,24342320,100.0,2003
Mortadelo & Filemon: The Big Adventure,23920411,0,0.0,23920411,100.0,2003
Dickie Roberts: Former Child Star,23769505,22738671,95.7,1030834,4.3,2003
In the Cut,23726793,4750602,20.0,18976191,80.0,2003
Biker Boyz,23510621,22076772,93.9,1433849,6.1,2003
Yomigaeri,23259542,0,0.0,23259542,100.0,2003
Confidence,23014206,12251640,53.2,10762566,46.8,2003
The Human Stain,22954068,5381908,23.4,17572160,76.6,2003
Swimming Pool,22441497,10130108,45.1,12311389,54.9,2003
Chouchou,22288364,0,0.0,22288364,100.0,2003
Ghosts of the Abyss,22141539,17040871,77.0,5100668,23.0,2003
Love Don't Cost a Thing,21964072,21924226,99.8,39846,0.2,2003
The Barbarian Invasions 2003 Re0release,21815430,3435749,15.7,18379681,84.3,2003
Doraemon: Nobita and the Wind Wizard,20428491,0,0.0,20428491,100.0,2003
Ong0Bak: The Thai Warrior,20235426,4563167,22.6,15672259,77.4,2003
View from the Top,19526014,15614000,80.0,3912014,20.0,2003
Duplex,19322135,9692135,50.2,9630000,49.8,2003
Deep Blue,19288261,132261,0.7,19156000,99.3,2003
A Mighty Wind,18750246,17781006,94.8,969240,5.2,2003
My Boss's Daughter,18191005,15550605,85.5,2640400,14.5,2003
My Tutor Friend,17896209,0,0.0,17896209,100.0,2003
The New World,17823920,0,0.0,17823920,100.0,2003
Deliver Us from Eva,17573594,17573594,100.0,0,0.0,2003
A Guy Thing,17432163,15545431,89.2,1886732,10.8,2003
Would I Lie to You? 2,17317084,0,0.0,17317084,100.0,2003
House of 1000 Corpses,16829545,12634962,75.1,4194583,24.9,2003
House of Sand and Fog,16763804,13040288,77.8,3723516,22.2,2003
Dogville,16680836,1535286,9.2,15145550,90.8,2003
Facing Windows,15530077,543354,3.5,14986723,96.5,2003
Zelary,15461305,330033,2.1,15131272,97.9,2003
Alex & Emma,15368897,14218698,92.5,1150199,7.5,2003
The Dreamers,15121165,2532228,16.7,12588937,83.3,2003
Oldboy,14980005,707481,4.7,14272524,95.3,2003
Battle Royale II,14899584,0,0.0,14899584,100.0,2003
One Piece: Dead End Adventure,14817006,0,0.0,14817006,100.0,2003
The Triplets of Belleville,14776760,7007149,47.4,7769611,52.6,2003
Together with You,14687167,1151941,7.8,13535226,92.2,2003
How to Deal,14390329,14195227,98.6,195102,1.4,2003
Football Days,14117202,0,0.0,14117202,100.0,2003
Touching the Void,13885802,4593598,33.1,9292204,66.9,2003
House of the Dead,13818181,10249719,74.2,3568462,25.8,2003
Anything Else,13585075,3212310,23.6,10372765,76.4,2003
Kal Ho Naa Ho,13200241,1991922,15.1,11208319,84.9,2003
The Barbarian Invasions,13065317,5109226,39.1,7956091,60.9,2003
Onmyoji 2,13022862,0,0.0,13022862,100.0,2003
The Divorce,12991996,9081057,69.9,3910939,30.1,2003
Gods and Generals,12923936,12882934,99.7,41002,0.3,2003
Remember Me My Love,12671306,227986,1.8,12443320,98.2,2003
Chasing Papi,12661189,6130049,48.4,6531140,51.6,2003
Winged Migration 2003 Re0release,12634963,10764402,85.2,1870561,14.8,2003
Seducing Doctor Lewis,12504038,9354342,74.8,3149696,25.2,2003
Monsieur Ibrahim,12364836,2823890,22.8,9540946,77.2,2003
Koi... Mil Gaya,12168232,671372,5.5,11496860,94.5,2003
